5829681,静默的猫,五道口人流密集，这家店经常排队。一楼比较狭窄，仅供点单。二楼是饮用区。还好。,40,1433227685000
1662052,真维斯楼,量不大，挺精致，需要提前预约，要不没货,30,1463311881000
1662052,SYe165769235,这个比店里便宜，送人也很合适！,40,1445831965000
1662052,xNx260874557,服务员还不错～米有等很长时间，但是态度不怎么样。送礼佳品,40,1443151822000
1662052,hxcoco,每年都会买的，星巴克的星冰粽还是很好吃的~,40,1442371376000
1662052,lili40202,服务挺热情的，就是座位太少了。,40,1425093089000
276569,静默的猫,新中关广场店总是要排长队，味道哪个店都一样啦…买的中杯美式和纽约芝士蛋糕。,40,1430834949000
591972,匿名用户,和卖家兑换电子星享卡特别慢！！,20,1471019494792
591972,匿名用户,这个团购的星享卡其实在门店买也没差，就是无聊买来试试。不知是不是不太熟悉，真的有点久才发来，第三天才说有卡的。还要发了个错误的密码来。后来总算好了。星巴克新出品心愿曲奇拿铁好好喝。还喜欢马卡龙，芝士蛋糕，抹茶拿铁，抹茶星冰乐，热可可等等。有买一送一券划算。,30,1453535917000
591972,匿名用户,不错哦，环境很好，口味也喜欢，以后会常来。,40,1456195008000
591972,MissRosemaryZ,客服人员回复的很慢 问几遍才给答复,20,1455529860000
591972,dongzi820909,晕死了，没看清，原来就是88的电子星享卡，反而多花钱了。虽说验证过程还算方便，其实没必要在这里购买，还要找人要验证码。,20,1451743732000
591972,lienlie瀲,服務超好，要巧克力少冰，就真的給了好多巧克力⋯,40,1452576307000
591972,qiuqiuemma,挺方便的～没有实体卡收藏癖～在这买很超值～,40,1450574133000
591972,douglaslin88,不错，都喝完了，下次再买，其实就是购买特权了,40,1450324380000
591972,SuperYHY,星巴克一直很喜欢 环境好 只是这家是买卡的 店里买也只有88,40,1449752788000
591972,cyq.yan,团购还算优惠，服务态度也很好，如果可以更优惠点就好了,40,1447997088000
592280,林s907,觉得这用起来有点麻烦，就多了个早餐劵，早餐劵也没用到，不怎么满意,30,1461344274000
592280,zenglink,好 就是买时那个人不说清楚。嗨我凑不够字数,20,1460349122000
592280,mocy酱,成功换到了优惠券，绑定在星巴克app上居然是苏州卡，蛮好看的哈哈哈哈。不过我一开始以为是现金券，犯蠢了,40,1457574726000
592280,mRf104386033,主要是绑定程序太复杂，其他还好,30,1458533980000
592280,匿名用户,还好吧！本身品牌就是值这个价格,30,1457334855000
592280,GXr188773908,一如既往的好，就喜歡咖啡的味道,30,1454472095000
592280,简墨邦,还好吧，以前以为是现金劵呢，最后是类似买一送一，升级大杯的那种，还没有去、应该不错,40,1460880576000
592280,沉郁雪,经常喝，这个优惠卡也还好，就是可以积分咯,40,1451826303000
592280,匿名用户,第一次购买星享卡，验证绑定都很顺利，客服很耐心，还会再来哦,40,1449372019000
592280,ZHF727166587,一般般划算 算下来就多一杯早餐券吧,40,1448948383000
592280,我是海归App,想到不任何在这里购买的理由，本来还以为是储蓄卡，买完才发现就是星巴克 买一送一卷！还要加微信才能兑换晕,10,1446715784000
592292,美食yes我說的算,還可以，不過在星巴克買，當場也88元，真的是醉了,40,1453521794000
1548125,lmm棋子,态度简直太差了，最不满意的一家电影院，服务不好不为,10,1528898692317
1548125,啊快乐的锅巴,位置一般，但是环境可以，我喜欢,40,1526897441837
1548125,Ann_Lau,没时间去看，所以这票浪费了，同事说音响效果不咋滴,10,1517081307086
1548125,广播里的童话,跟朋友一起看电影，环境不错，价格实惠。,40,1513181086126
1548125,Jz～～,没事看看电影散散心散散心散散心,30,1513319406255
1548125,浅时光H,挺多的，有的甜，有的没味。发胖的节奏，,40,1511843663485
1548125,匿名用户,都是发胖的节奏,40,1511843622655
1548125,三亚的海1,离家近，价位低。3d效果不太好，影片少,40,1501459216074
1548125,匿名用户,视听效果还行，主要是交通方便。,40,1501250803070
1548125,匿名用户,很一般，屏幕小，没什么特别的。,20,1499399469360
1548125,RXX596442018,分量足，每次都吃不完,40,1495611373065
1548125,dyf15237165026,服务还可以，环境一般,40,1495676946354
1548125,小土会计,交通便利，很好,40,1495335279335
1548125,竹叶青130,还不错，服务态度都挺好。音响也不错,40,1494910200107
1548125,wtr371473251,视听效果还可以!得提前换票，不然得等很久!,30,1492338772498
1548125,wtr371473251,服务还行，交通也方便，下次还要去!,30,1492339166389
1548125,西西爱静瑶,很便宜噢！吃着也不错！份量足！！！,40,1492041186273
1548125,无法灬碰触丶,不错的电影院，干净。安静。视听可以,40,1492094236315
1548125,wtr371473251,还行吧！就是排队排了很久!,30,1492338693816
1548125,匿名用户,一个人没事来这里还是不错的，清净,40,1491386939445
1548125,beauty320,厅小，环境一般,40,1490342894969
1548125,cQb928893604,环境不错，人少，就是停车不方便！,30,1488543383695
1548125,EcP311843629,爆米花份有点小，不够吃,30,1487293944149
1898897,Elvis_CHENG,味道不错，正好昨天不怎么热，坐在室外正好。这家店的生意一直不错,30,1436061163000
742024,xionglina,最爱星巴克的咖啡，优惠很划算，忠实的粉丝，兑换方便，而且很快，希望再优惠大点,40,1433355663000
742024,iph591800635,到门店说无法使用！这个是8月31日到期。,10,1433325230000
742478,mixloong520,比实体店还贵不说，买了还不能用，要求客户挂失等新卡来，只能说劳民伤财啊！,10,1436882229000
